YearStart,YearEnd,LocationAbbr,LocationDesc,Data_Value,Race/Ethnicity,GeoLocation,Stratification1,StratificationCategoryId1,StratificationID1
2011,2011,CO,Colorado,26.5,Hispanic,"(38.843840757000464, -106.13361092099967)",Hispanic,RACE,RACEHIS
2011,2011,CO,Colorado,7.7,Asian,"(38.843840757000464, -106.13361092099967)",Asian,RACE,RACEASN
2011,2011,CO,Colorado,,Hawaiian/Pacific Islander,"(38.843840757000464, -106.13361092099967)",Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,CO,Colorado,30.7,American Indian/Alaska Native,"(38.843840757000464, -106.13361092099967)",American Indian/Alaska Native,RACE,RACENAA
2011,2011,CO,Colorado,23,2 or more races,"(38.843840757000464, -106.13361092099967)",2 or more races,RACE,RACE2PLUS
2011,2011,CO,Colorado,23.5,Other,"(38.843840757000464, -106.13361092099967)",Other,RACE,RACEOTH
2012,2012,CO,Colorado,18.7,Non-Hispanic White,"(38.843840757000464, -106.13361092099967)",Non-Hispanic White,RACE,RACEWHT
2012,2012,CO,Colorado,28.2,Non-Hispanic Black,"(38.843840757000464, -106.13361092099967)",Non-Hispanic Black,RACE,RACEBLK
2012,2012,CO,Colorado,26.9,Hispanic,"(38.843840757000464, -106.13361092099967)",Hispanic,RACE,RACEHIS
2012,2012,CO,Colorado,9.2,Asian,"(38.843840757000464, -106.13361092099967)",Asian,RACE,RACEASN
2012,2012,CO,Colorado,,Hawaiian/Pacific Islander,"(38.843840757000464, -106.13361092099967)",Hawaiian/Pacific Islander,RACE,RACEHPI
2012,2012,CO,Colorado,28.6,American Indian/Alaska Native,"(38.843840757000464, -106.13361092099967)",American Indian/Alaska Native,RACE,RACENAA
2012,2012,CO,Colorado,19,2 or more races,"(38.843840757000464, -106.13361092099967)",2 or more races,RACE,RACE2PLUS
2012,2012,CO,Colorado,31.7,Other,"(38.843840757000464, -106.13361092099967)",Other,RACE,RACEOTH
2013,2013,CO,Colorado,18.7,Non-Hispanic White,"(38.843840757000464, -106.13361092099967)",Non-Hispanic White,RACE,RACEWHT
2013,2013,CO,Colorado,29.5,Non-Hispanic Black,"(38.843840757000464, -106.13361092099967)",Non-Hispanic Black,RACE,RACEBLK
2013,2013,CO,Colorado,30.5,Hispanic,"(38.843840757000464, -106.13361092099967)",Hispanic,RACE,RACEHIS
2013,2013,CO,Colorado,9.8,Asian,"(38.843840757000464, -106.13361092099967)",Asian,RACE,RACEASN
2013,2013,CO,Colorado,,Hawaiian/Pacific Islander,"(38.843840757000464, -106.13361092099967)",Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,CO,Colorado,23,American Indian/Alaska Native,"(38.843840757000464, -106.13361092099967)",American Indian/Alaska Native,RACE,RACENAA
2013,2013,CO,Colorado,23.2,2 or more races,"(38.843840757000464, -106.13361092099967)",2 or more races,RACE,RACE2PLUS
2013,2013,CO,Colorado,,Other,"(38.843840757000464, -106.13361092099967)",Other,RACE,RACEOTH
2014,2014,CO,Colorado,8.7,Asian,"(38.843840757000464, -106.13361092099967)",Asian,RACE,RACEASN
2014,2014,CO,Colorado,26.8,Hispanic,"(38.843840757000464, -106.13361092099967)",Hispanic,RACE,RACEHIS
2014,2014,CO,Colorado,19.9,Non-Hispanic White,"(38.843840757000464, -106.13361092099967)",Non-Hispanic White,RACE,RACEWHT
2014,2014,CO,Colorado,30.5,Non-Hispanic Black,"(38.843840757000464, -106.13361092099967)",Non-Hispanic Black,RACE,RACEBLK
2014,2014,CO,Colorado,,Hawaiian/Pacific Islander,"(38.843840757000464, -106.13361092099967)",Hawaiian/Pacific Islander,RACE,RACEHPI
2014,2014,CO,Colorado,37.6,American Indian/Alaska Native,"(38.843840757000464, -106.13361092099967)",American Indian/Alaska Native,RACE,RACENAA
2014,2014,CO,Colorado,18.2,2 or more races,"(38.843840757000464, -106.13361092099967)",2 or more races,RACE,RACE2PLUS
2014,2014,CO,Colorado,19.4,Other,"(38.843840757000464, -106.13361092099967)",Other,RACE,RACEOTH
2015,2015,CO,Colorado,,Hawaiian/Pacific Islander,"(38.843840757000464, -106.13361092099967)",Hawaiian/Pacific Islander,RACE,RACEHPI
2015,2015,CO,Colorado,8.3,Asian,"(38.843840757000464, -106.13361092099967)",Asian,RACE,RACEASN
2015,2015,CO,Colorado,15.3,Other,"(38.843840757000464, -106.13361092099967)",Other,RACE,RACEOTH
2015,2015,CO,Colorado,17.5,American Indian/Alaska Native,"(38.843840757000464, -106.13361092099967)",American Indian/Alaska Native,RACE,RACENAA
2015,2015,CO,Colorado,18.7,Non-Hispanic White,"(38.843840757000464, -106.13361092099967)",Non-Hispanic White,RACE,RACEWHT
2015,2015,CO,Colorado,23.2,Non-Hispanic Black,"(38.843840757000464, -106.13361092099967)",Non-Hispanic Black,RACE,RACEBLK
2015,2015,CO,Colorado,27.6,Hispanic,"(38.843840757000464, -106.13361092099967)",Hispanic,RACE,RACEHIS
2015,2015,CO,Colorado,27.9,2 or more races,"(38.843840757000464, -106.13361092099967)",2 or more races,RACE,RACE2PLUS
2011,2011,CT,Connecticut,23,Non-Hispanic White,"(41.56266102000046, -72.64984095199964)",Non-Hispanic White,RACE,RACEWHT
2011,2011,CT,Connecticut,32.8,Non-Hispanic Black,"(41.56266102000046, -72.64984095199964)",Non-Hispanic Black,RACE,RACEBLK
2011,2011,CT,Connecticut,32.6,Hispanic,"(41.56266102000046, -72.64984095199964)",Hispanic,RACE,RACEHIS
2011,2011,CT,Connecticut,6.3,Asian,"(41.56266102000046, -72.64984095199964)",Asian,RACE,RACEASN
2011,2011,CT,Connecticut,,Hawaiian/Pacific Islander,"(41.56266102000046, -72.64984095199964)",Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,CT,Connecticut,,American Indian/Alaska Native,"(41.56266102000046, -72.64984095199964)",American Indian/Alaska Native,RACE,RACENAA
2011,2011,CT,Connecticut,30.1,2 or more races,"(41.56266102000046, -72.64984095199964)",2 or more races,RACE,RACE2PLUS
2011,2011,CT,Connecticut,36,Other,"(41.56266102000046, -72.64984095199964)",Other,RACE,RACEOTH
2012,2012,CT,Connecticut,24.1,Non-Hispanic White,"(41.56266102000046, -72.64984095199964)",Non-Hispanic White,RACE,RACEWHT
2012,2012,CT,Connecticut,34.3,Non-Hispanic Black,"(41.56266102000046, -72.64984095199964)",Non-Hispanic Black,RACE,RACEBLK
2012,2012,CT,Connecticut,32.2,Hispanic,"(41.56266102000046, -72.64984095199964)",Hispanic,RACE,RACEHIS
2012,2012,CT,Connecticut,5.6,Asian,"(41.56266102000046, -72.64984095199964)",Asian,RACE,RACEASN
2012,2012,CT,Connecticut,,Hawaiian/Pacific Islander,"(41.56266102000046, -72.64984095199964)",Hawaiian/Pacific Islander,RACE,RACEHPI
2012,2012,CT,Connecticut,,American Indian/Alaska Native,"(41.56266102000046, -72.64984095199964)",American Indian/Alaska Native,RACE,RACENAA
2012,2012,CT,Connecticut,44.2,2 or more races,"(41.56266102000046, -72.64984095199964)",2 or more races,RACE,RACE2PLUS
2012,2012,CT,Connecticut,24.4,Other,"(41.56266102000046, -72.64984095199964)",Other,RACE,RACEOTH
2013,2013,CT,Connecticut,23.3,Non-Hispanic White,"(41.56266102000046, -72.64984095199964)",Non-Hispanic White,RACE,RACEWHT
2013,2013,CT,Connecticut,32.5,Non-Hispanic Black,"(41.56266102000046, -72.64984095199964)",Non-Hispanic Black,RACE,RACEBLK
2013,2013,CT,Connecticut,32.8,Hispanic,"(41.56266102000046, -72.64984095199964)",Hispanic,RACE,RACEHIS
2013,2013,CT,Connecticut,9.2,Asian,"(41.56266102000046, -72.64984095199964)",Asian,RACE,RACEASN
2013,2013,CT,Connecticut,,Hawaiian/Pacific Islander,"(41.56266102000046, -72.64984095199964)",Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,CT,Connecticut,,American Indian/Alaska Native,"(41.56266102000046, -72.64984095199964)",American Indian/Alaska Native,RACE,RACENAA
2013,2013,CT,Connecticut,33.1,2 or more races,"(41.56266102000046, -72.64984095199964)",2 or more races,RACE,RACE2PLUS
2013,2013,CT,Connecticut,16,Other,"(41.56266102000046, -72.64984095199964)",Other,RACE,RACEOTH
2014,2014,CT,Connecticut,25.1,Non-Hispanic White,"(41.56266102000046, -72.64984095199964)",Non-Hispanic White,RACE,RACEWHT
2014,2014,CT,Connecticut,37.3,Non-Hispanic Black,"(41.56266102000046, -72.64984095199964)",Non-Hispanic Black,RACE,RACEBLK
2014,2014,CT,Connecticut,27.5,Hispanic,"(41.56266102000046, -72.64984095199964)",Hispanic,RACE,RACEHIS
2014,2014,CT,Connecticut,13.1,Asian,"(41.56266102000046, -72.64984095199964)",Asian,RACE,RACEASN
2014,2014,CT,Connecticut,,Hawaiian/Pacific Islander,"(41.56266102000046, -72.64984095199964)",Hawaiian/Pacific Islander,RACE,RACEHPI
2014,2014,CT,Connecticut,,American Indian/Alaska Native,"(41.56266102000046, -72.64984095199964)",American Indian/Alaska Native,RACE,RACENAA
2014,2014,CT,Connecticut,38.6,2 or more races,"(41.56266102000046, -72.64984095199964)",2 or more races,RACE,RACE2PLUS
2014,2014,CT,Connecticut,21.8,Other,"(41.56266102000046, -72.64984095199964)",Other,RACE,RACEOTH
2015,2015,CT,Connecticut,,Hawaiian/Pacific Islander,"(41.56266102000046, -72.64984095199964)",Hawaiian/Pacific Islander,RACE,RACEHPI
2015,2015,CT,Connecticut,10.1,Asian,"(41.56266102000046, -72.64984095199964)",Asian,RACE,RACEASN
2015,2015,CT,Connecticut,20.5,American Indian/Alaska Native,"(41.56266102000046, -72.64984095199964)",American Indian/Alaska Native,RACE,RACENAA
2015,2015,CT,Connecticut,23.7,Non-Hispanic White,"(41.56266102000046, -72.64984095199964)",Non-Hispanic White,RACE,RACEWHT
2015,2015,CT,Connecticut,30.3,Hispanic,"(41.56266102000046, -72.64984095199964)",Hispanic,RACE,RACEHIS
2015,2015,CT,Connecticut,32.2,2 or more races,"(41.56266102000046, -72.64984095199964)",2 or more races,RACE,RACE2PLUS
2015,2015,CT,Connecticut,35.3,Other,"(41.56266102000046, -72.64984095199964)",Other,RACE,RACEOTH
2015,2015,CT,Connecticut,36.8,Non-Hispanic Black,"(41.56266102000046, -72.64984095199964)",Non-Hispanic Black,RACE,RACEBLK
2011,2011,DE,Delaware,27.2,Non-Hispanic White,"(39.008830667000495, -75.57774116799965)",Non-Hispanic White,RACE,RACEWHT
2011,2011,DE,Delaware,38.2,Non-Hispanic Black,"(39.008830667000495, -75.57774116799965)",Non-Hispanic Black,RACE,RACEBLK
2011,2011,DE,Delaware,22.4,Hispanic,"(39.008830667000495, -75.57774116799965)",Hispanic,RACE,RACEHIS
2011,2011,DE,Delaware,2.1,Asian,"(39.008830667000495, -75.57774116799965)",Asian,RACE,RACEASN
2011,2011,DE,Delaware,,Hawaiian/Pacific Islander,"(39.008830667000495, -75.57774116799965)",Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,DE,Delaware,,American Indian/Alaska Native,"(39.008830667000495, -75.57774116799965)",American Indian/Alaska Native,RACE,RACENAA
2011,2011,DE,Delaware,36.5,2 or more races,"(39.008830667000495, -75.57774116799965)",2 or more races,RACE,RACE2PLUS
2011,2011,DE,Delaware,,Other,"(39.008830667000495, -75.57774116799965)",Other,RACE,RACEOTH
2012,2012,DE,Delaware,28.6,Hispanic,"(39.008830667000495, -75.57774116799965)",Hispanic,RACE,RACEHIS
2012,2012,DE,Delaware,25.6,Non-Hispanic White,"(39.008830667000495, -75.57774116799965)",Non-Hispanic White,RACE,RACEWHT
2012,2012,DE,Delaware,34.5,Non-Hispanic Black,"(39.008830667000495, -75.57774116799965)",Non-Hispanic Black,RACE,RACEBLK
2012,2012,DE,Delaware,2.9,Asian,"(39.008830667000495, -75.57774116799965)",Asian,RACE,RACEASN
2012,2012,DE,Delaware,,Hawaiian/Pacific Islander,"(39.008830667000495, -75.57774116799965)",Hawaiian/Pacific Islander,RACE,RACEHPI
2012,2012,DE,Delaware,,American Indian/Alaska Native,"(39.008830667000495, -75.57774116799965)",American Indian/Alaska Native,RACE,RACENAA
2012,2012,DE,Delaware,26.6,2 or more races,"(39.008830667000495, -75.57774116799965)",2 or more races,RACE,RACE2PLUS
2012,2012,DE,Delaware,,Other,"(39.008830667000495, -75.57774116799965)",Other,RACE,RACEOTH
2013,2013,DE,Delaware,29.3,Non-Hispanic White,"(39.008830667000495, -75.57774116799965)",Non-Hispanic White,RACE,RACEWHT
2013,2013,DE,Delaware,39.3,Non-Hispanic Black,"(39.008830667000495, -75.57774116799965)",Non-Hispanic Black,RACE,RACEBLK
2013,2013,DE,Delaware,36.4,Hispanic,"(39.008830667000495, -75.57774116799965)",Hispanic,RACE,RACEHIS
2013,2013,DE,Delaware,8.2,Asian,"(39.008830667000495, -75.57774116799965)",Asian,RACE,RACEASN
2013,2013,DE,Delaware,,Hawaiian/Pacific Islander,"(39.008830667000495, -75.57774116799965)",Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,DE,Delaware,,American Indian/Alaska Native,"(39.008830667000495, -75.57774116799965)",American Indian/Alaska Native,RACE,RACENAA
2013,2013,DE,Delaware,22.8,2 or more races,"(39.008830667000495, -75.57774116799965)",2 or more races,RACE,RACE2PLUS
2013,2013,DE,Delaware,19.1,Other,"(39.008830667000495, -75.57774116799965)",Other,RACE,RACEOTH
2014,2014,DE,Delaware,29.6,Non-Hispanic White,"(39.008830667000495, -75.57774116799965)",Non-Hispanic White,RACE,RACEWHT
2014,2014,DE,Delaware,37.7,Non-Hispanic Black,"(39.008830667000495, -75.57774116799965)",Non-Hispanic Black,RACE,RACEBLK
2014,2014,DE,Delaware,31.3,Hispanic,"(39.008830667000495, -75.57774116799965)",Hispanic,RACE,RACEHIS
2014,2014,DE,Delaware,10.7,Asian,"(39.008830667000495, -75.57774116799965)",Asian,RACE,RACEASN
2014,2014,DE,Delaware,,Hawaiian/Pacific Islander,"(39.008830667000495, -75.57774116799965)",Hawaiian/Pacific Islander,RACE,RACEHPI
2014,2014,DE,Delaware,,American Indian/Alaska Native,"(39.008830667000495, -75.57774116799965)",American Indian/Alaska Native,RACE,RACENAA
2014,2014,DE,Delaware,27.5,2 or more races,"(39.008830667000495, -75.57774116799965)",2 or more races,RACE,RACE2PLUS
2014,2014,DE,Delaware,,Other,"(39.008830667000495, -75.57774116799965)",Other,RACE,RACEOTH
2015,2015,DE,Delaware,,2 or more races,"(39.008830667000495, -75.57774116799965)",2 or more races,RACE,RACE2PLUS
2015,2015,DE,Delaware,,American Indian/Alaska Native,"(39.008830667000495, -75.57774116799965)",American Indian/Alaska Native,RACE,RACENAA
2015,2015,DE,Delaware,,Asian,"(39.008830667000495, -75.57774116799965)",Asian,RACE,RACEASN
2015,2015,DE,Delaware,,Hawaiian/Pacific Islander,"(39.008830667000495, -75.57774116799965)",Hawaiian/Pacific Islander,RACE,RACEHPI
2015,2015,DE,Delaware,,Other,"(39.008830667000495, -75.57774116799965)",Other,RACE,RACEOTH
2015,2015,DE,Delaware,29.4,Non-Hispanic White,"(39.008830667000495, -75.57774116799965)",Non-Hispanic White,RACE,RACEWHT
2015,2015,DE,Delaware,32.8,Non-Hispanic Black,"(39.008830667000495, -75.57774116799965)",Non-Hispanic Black,RACE,RACEBLK
2015,2015,DE,Delaware,38.3,Hispanic,"(39.008830667000495, -75.57774116799965)",Hispanic,RACE,RACEHIS
2011,2011,DC,District of Columbia,10.7,Non-Hispanic White,"(38.89037138500049, -77.03196112699965)",Non-Hispanic White,RACE,RACEWHT
2011,2011,DC,District of Columbia,36.7,Non-Hispanic Black,"(38.89037138500049, -77.03196112699965)",Non-Hispanic Black,RACE,RACEBLK
2011,2011,DC,District of Columbia,13.3,Hispanic,"(38.89037138500049, -77.03196112699965)",Hispanic,RACE,RACEHIS
2011,2011,DC,District of Columbia,0.9,Asian,"(38.89037138500049, -77.03196112699965)",Asian,RACE,RACEASN
2011,2011,DC,District of Columbia,,Hawaiian/Pacific Islander,"(38.89037138500049, -77.03196112699965)",Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,DC,District of Columbia,,American Indian/Alaska Native,"(38.89037138500049, -77.03196112699965)",American Indian/Alaska Native,RACE,RACENAA
2011,2011,DC,District of Columbia,32.2,2 or more races,"(38.89037138500049, -77.03196112699965)",2 or more races,RACE,RACE2PLUS
2011,2011,DC,District of Columbia,22.9,Other,"(38.89037138500049, -77.03196112699965)",Other,RACE,RACEOTH
2012,2012,DC,District of Columbia,9.6,Non-Hispanic White,"(38.89037138500049, -77.03196112699965)",Non-Hispanic White,RACE,RACEWHT
2012,2012,DC,District of Columbia,33.7,Non-Hispanic Black,"(38.89037138500049, -77.03196112699965)",Non-Hispanic Black,RACE,RACEBLK
2012,2012,DC,District of Columbia,24.9,Hispanic,"(38.89037138500049, -77.03196112699965)",Hispanic,RACE,RACEHIS
2012,2012,DC,District of Columbia,4.6,Asian,"(38.89037138500049, -77.03196112699965)",Asian,RACE,RACEASN
2012,2012,DC,District of Columbia,,Hawaiian/Pacific Islander,"(38.89037138500049, -77.03196112699965)",Hawaiian/Pacific Islander,RACE,RACEHPI
2012,2012,DC,District of Columbia,,American Indian/Alaska Native,"(38.89037138500049, -77.03196112699965)",American Indian/Alaska Native,RACE,RACENAA
2012,2012,DC,District of Columbia,34.2,2 or more races,"(38.89037138500049, -77.03196112699965)",2 or more races,RACE,RACE2PLUS
2012,2012,DC,District of Columbia,,Other,"(38.89037138500049, -77.03196112699965)",Other,RACE,RACEOTH
2013,2013,DC,District of Columbia,9.8,Non-Hispanic White,"(38.89037138500049, -77.03196112699965)",Non-Hispanic White,RACE,RACEWHT
2013,2013,DC,District of Columbia,36.4,Non-Hispanic Black,"(38.89037138500049, -77.03196112699965)",Non-Hispanic Black,RACE,RACEBLK
2013,2013,DC,District of Columbia,15.3,Hispanic,"(38.89037138500049, -77.03196112699965)",Hispanic,RACE,RACEHIS
2013,2013,DC,District of Columbia,5,Asian,"(38.89037138500049, -77.03196112699965)",Asian,RACE,RACEASN
2013,2013,DC,District of Columbia,,Hawaiian/Pacific Islander,"(38.89037138500049, -77.03196112699965)",Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,DC,District of Columbia,,American Indian/Alaska Native,"(38.89037138500049, -77.03196112699965)",American Indian/Alaska Native,RACE,RACENAA
2013,2013,DC,District of Columbia,19.1,2 or more races,"(38.89037138500049, -77.03196112699965)",2 or more races,RACE,RACE2PLUS
2013,2013,DC,District of Columbia,,Other,"(38.89037138500049, -77.03196112699965)",Other,RACE,RACEOTH
2014,2014,DC,District of Columbia,10.3,Non-Hispanic White,"(38.89037138500049, -77.03196112699965)",Non-Hispanic White,RACE,RACEWHT
2014,2014,DC,District of Columbia,33.9,Non-Hispanic Black,"(38.89037138500049, -77.03196112699965)",Non-Hispanic Black,RACE,RACEBLK
2014,2014,DC,District of Columbia,19.9,Hispanic,"(38.89037138500049, -77.03196112699965)",Hispanic,RACE,RACEHIS
2014,2014,DC,District of Columbia,5.9,Asian,"(38.89037138500049, -77.03196112699965)",Asian,RACE,RACEASN
2014,2014,DC,District of Columbia,,Hawaiian/Pacific Islander,"(38.89037138500049, -77.03196112699965)",Hawaiian/Pacific Islander,RACE,RACEHPI
2014,2014,DC,District of Columbia,,American Indian/Alaska Native,"(38.89037138500049, -77.03196112699965)",American Indian/Alaska Native,RACE,RACENAA
2014,2014,DC,District of Columbia,34.2,2 or more races,"(38.89037138500049, -77.03196112699965)",2 or more races,RACE,RACE2PLUS
2014,2014,DC,District of Columbia,,Other,"(38.89037138500049, -77.03196112699965)",Other,RACE,RACEOTH
2015,2015,DC,District of Columbia,,American Indian/Alaska Native,"(38.89037138500049, -77.03196112699965)",American Indian/Alaska Native,RACE,RACENAA
2015,2015,DC,District of Columbia,,Hawaiian/Pacific Islander,"(38.89037138500049, -77.03196112699965)",Hawaiian/Pacific Islander,RACE,RACEHPI
2015,2015,DC,District of Columbia,6.2,Asian,"(38.89037138500049, -77.03196112699965)",Asian,RACE,RACEASN
2015,2015,DC,District of Columbia,9.6,Non-Hispanic White,"(38.89037138500049, -77.03196112699965)",Non-Hispanic White,RACE,RACEWHT
2015,2015,DC,District of Columbia,19.1,2 or more races,"(38.89037138500049, -77.03196112699965)",2 or more races,RACE,RACE2PLUS
2015,2015,DC,District of Columbia,19.1,Hispanic,"(38.89037138500049, -77.03196112699965)",Hispanic,RACE,RACEHIS
2015,2015,DC,District of Columbia,23.3,Other,"(38.89037138500049, -77.03196112699965)",Other,RACE,RACEOTH
2015,2015,DC,District of Columbia,35.2,Non-Hispanic Black,"(38.89037138500049, -77.03196112699965)",Non-Hispanic Black,RACE,RACEBLK
2011,2011,FL,Florida,24.9,Non-Hispanic White,"(28.932040377000476, -81.92896053899966)",Non-Hispanic White,RACE,RACEWHT
2011,2011,FL,Florida,35.7,Non-Hispanic Black,"(28.932040377000476, -81.92896053899966)",Non-Hispanic Black,RACE,RACEBLK
2011,2011,FL,Florida,27.8,Hispanic,"(28.932040377000476, -81.92896053899966)",Hispanic,RACE,RACEHIS
2011,2011,FL,Florida,6.2,Asian,"(28.932040377000476, -81.92896053899966)",Asian,RACE,RACEASN
2011,2011,FL,Florida,,Hawaiian/Pacific Islander,"(28.932040377000476, -81.92896053899966)",Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,FL,Florida,22.3,American Indian/Alaska Native,"(28.932040377000476, -81.92896053899966)",American Indian/Alaska Native,RACE,RACENAA
2011,2011,FL,Florida,26.7,2 or more races,"(28.932040377000476, -81.92896053899966)",2 or more races,RACE,RACE2PLUS
2011,2011,FL,Florida,,Other,"(28.932040377000476, -81.92896053899966)",Other,RACE,RACEOTH
2012,2012,FL,Florida,23.5,Non-Hispanic White,"(28.932040377000476, -81.92896053899966)",Non-Hispanic White,RACE,RACEWHT
2012,2012,FL,Florida,34.5,Non-Hispanic Black,"(28.932040377000476, -81.92896053899966)",Non-Hispanic Black,RACE,RACEBLK
2012,2012,FL,Florida,25.1,Hispanic,"(28.932040377000476, -81.92896053899966)",Hispanic,RACE,RACEHIS
2012,2012,FL,Florida,12.1,Asian,"(28.932040377000476, -81.92896053899966)",Asian,RACE,RACEASN
2012,2012,FL,Florida,,Hawaiian/Pacific Islander,"(28.932040377000476, -81.92896053899966)",Hawaiian/Pacific Islander,RACE,RACEHPI
2012,2012,FL,Florida,31.4,American Indian/Alaska Native,"(28.932040377000476, -81.92896053899966)",American Indian/Alaska Native,RACE,RACENAA
2012,2012,FL,Florida,22.9,2 or more races,"(28.932040377000476, -81.92896053899966)",2 or more races,RACE,RACE2PLUS
2012,2012,FL,Florida,,Other,"(28.932040377000476, -81.92896053899966)",Other,RACE,RACEOTH
2013,2013,FL,Florida,25.1,Non-Hispanic White,"(28.932040377000476, -81.92896053899966)",Non-Hispanic White,RACE,RACEWHT
2013,2013,FL,Florida,34.2,Non-Hispanic Black,"(28.932040377000476, -81.92896053899966)",Non-Hispanic Black,RACE,RACEBLK
2013,2013,FL,Florida,26.4,Hispanic,"(28.932040377000476, -81.92896053899966)",Hispanic,RACE,RACEHIS
2013,2013,FL,Florida,14.1,Asian,"(28.932040377000476, -81.92896053899966)",Asian,RACE,RACEASN
2013,2013,FL,Florida,22.4,Hawaiian/Pacific Islander,"(28.932040377000476, -81.92896053899966)",Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,FL,Florida,34.9,American Indian/Alaska Native,"(28.932040377000476, -81.92896053899966)",American Indian/Alaska Native,RACE,RACENAA
2013,2013,FL,Florida,33.8,2 or more races,"(28.932040377000476, -81.92896053899966)",2 or more races,RACE,RACE2PLUS
2013,2013,FL,Florida,20.2,Other,"(28.932040377000476, -81.92896053899966)",Other,RACE,RACEOTH
2014,2014,FL,Florida,24.4,Non-Hispanic White,"(28.932040377000476, -81.92896053899966)",Non-Hispanic White,RACE,RACEWHT
2014,2014,FL,Florida,36.3,Non-Hispanic Black,"(28.932040377000476, -81.92896053899966)",Non-Hispanic Black,RACE,RACEBLK
2014,2014,FL,Florida,27.2,Hispanic,"(28.932040377000476, -81.92896053899966)",Hispanic,RACE,RACEHIS
2014,2014,FL,Florida,12.8,Asian,"(28.932040377000476, -81.92896053899966)",Asian,RACE,RACEASN
