YearStart,YearEnd,LocationAbbr,LocationDesc,Data_Value,Age(years),GeoLocation,Stratification1,StratificationCategoryId1,StratificationID1
2011,2011,DE,Delaware,25.3,25 - 34,"(39.008830667000495, -75.57774116799965)",25 - 34,AGEYR,AGEYR2534
2011,2011,DE,Delaware,33.2,35 - 44,"(39.008830667000495, -75.57774116799965)",35 - 44,AGEYR,AGEYR3544
2011,2011,DE,Delaware,31.4,45 - 54,"(39.008830667000495, -75.57774116799965)",45 - 54,AGEYR,AGEYR4554
2011,2011,DE,Delaware,36.1,55 - 64,"(39.008830667000495, -75.57774116799965)",55 - 64,AGEYR,AGEYR5564
2011,2011,DE,Delaware,28.9,65 or older,"(39.008830667000495, -75.57774116799965)",65 or older,AGEYR,AGEYR65PLUS
2012,2012,DE,Delaware,9.9,18 - 24,"(39.008830667000495, -75.57774116799965)",18 - 24,AGEYR,AGEYR1824
2012,2012,DE,Delaware,25.2,25 - 34,"(39.008830667000495, -75.57774116799965)",25 - 34,AGEYR,AGEYR2534
2012,2012,DE,Delaware,29.4,35 - 44,"(39.008830667000495, -75.57774116799965)",35 - 44,AGEYR,AGEYR3544
2012,2012,DE,Delaware,32.1,45 - 54,"(39.008830667000495, -75.57774116799965)",45 - 54,AGEYR,AGEYR4554
2012,2012,DE,Delaware,35.1,55 - 64,"(39.008830667000495, -75.57774116799965)",55 - 64,AGEYR,AGEYR5564
2012,2012,DE,Delaware,26,65 or older,"(39.008830667000495, -75.57774116799965)",65 or older,AGEYR,AGEYR65PLUS
2013,2013,DE,Delaware,16,18 - 24,"(39.008830667000495, -75.57774116799965)",18 - 24,AGEYR,AGEYR1824
2013,2013,DE,Delaware,30.8,25 - 34,"(39.008830667000495, -75.57774116799965)",25 - 34,AGEYR,AGEYR2534
2013,2013,DE,Delaware,31.4,35 - 44,"(39.008830667000495, -75.57774116799965)",35 - 44,AGEYR,AGEYR3544
2013,2013,DE,Delaware,39.1,45 - 54,"(39.008830667000495, -75.57774116799965)",45 - 54,AGEYR,AGEYR4554
2013,2013,DE,Delaware,34.6,55 - 64,"(39.008830667000495, -75.57774116799965)",55 - 64,AGEYR,AGEYR5564
2013,2013,DE,Delaware,30.3,65 or older,"(39.008830667000495, -75.57774116799965)",65 or older,AGEYR,AGEYR65PLUS
2014,2014,DE,Delaware,17.4,18 - 24,"(39.008830667000495, -75.57774116799965)",18 - 24,AGEYR,AGEYR1824
2014,2014,DE,Delaware,25.9,25 - 34,"(39.008830667000495, -75.57774116799965)",25 - 34,AGEYR,AGEYR2534
2014,2014,DE,Delaware,34.5,35 - 44,"(39.008830667000495, -75.57774116799965)",35 - 44,AGEYR,AGEYR3544
2014,2014,DE,Delaware,36.4,45 - 54,"(39.008830667000495, -75.57774116799965)",45 - 54,AGEYR,AGEYR4554
2014,2014,DE,Delaware,35.9,55 - 64,"(39.008830667000495, -75.57774116799965)",55 - 64,AGEYR,AGEYR5564
2014,2014,DE,Delaware,30.5,65 or older,"(39.008830667000495, -75.57774116799965)",65 or older,AGEYR,AGEYR65PLUS
2015,2015,DE,Delaware,33.4,55 - 64,"(39.008830667000495, -75.57774116799965)",55 - 64,AGEYR,AGEYR5564
2015,2015,DE,Delaware,36.3,45 - 54,"(39.008830667000495, -75.57774116799965)",45 - 54,AGEYR,AGEYR4554
2015,2015,DE,Delaware,18.2,18 - 24,"(39.008830667000495, -75.57774116799965)",18 - 24,AGEYR,AGEYR1824
2015,2015,DE,Delaware,27.9,65 or older,"(39.008830667000495, -75.57774116799965)",65 or older,AGEYR,AGEYR65PLUS
2015,2015,DE,Delaware,29.6,25 - 34,"(39.008830667000495, -75.57774116799965)",25 - 34,AGEYR,AGEYR2534
2015,2015,DE,Delaware,30.3,35 - 44,"(39.008830667000495, -75.57774116799965)",35 - 44,AGEYR,AGEYR3544
2011,2011,DC,District of Columbia,8.5,18 - 24,"(38.89037138500049, -77.03196112699965)",18 - 24,AGEYR,AGEYR1824
2011,2011,DC,District of Columbia,20.8,25 - 34,"(38.89037138500049, -77.03196112699965)",25 - 34,AGEYR,AGEYR2534
2011,2011,DC,District of Columbia,22,35 - 44,"(38.89037138500049, -77.03196112699965)",35 - 44,AGEYR,AGEYR3544
2011,2011,DC,District of Columbia,34.8,45 - 54,"(38.89037138500049, -77.03196112699965)",45 - 54,AGEYR,AGEYR4554
2011,2011,DC,District of Columbia,30.6,55 - 64,"(38.89037138500049, -77.03196112699965)",55 - 64,AGEYR,AGEYR5564
2011,2011,DC,District of Columbia,26.3,65 or older,"(38.89037138500049, -77.03196112699965)",65 or older,AGEYR,AGEYR65PLUS
2012,2012,DC,District of Columbia,16,18 - 24,"(38.89037138500049, -77.03196112699965)",18 - 24,AGEYR,AGEYR1824
2012,2012,DC,District of Columbia,15.7,25 - 34,"(38.89037138500049, -77.03196112699965)",25 - 34,AGEYR,AGEYR2534
2012,2012,DC,District of Columbia,23.3,35 - 44,"(38.89037138500049, -77.03196112699965)",35 - 44,AGEYR,AGEYR3544
2012,2012,DC,District of Columbia,31,45 - 54,"(38.89037138500049, -77.03196112699965)",45 - 54,AGEYR,AGEYR4554
2012,2012,DC,District of Columbia,32.9,55 - 64,"(38.89037138500049, -77.03196112699965)",55 - 64,AGEYR,AGEYR5564
2012,2012,DC,District of Columbia,19.1,65 or older,"(38.89037138500049, -77.03196112699965)",65 or older,AGEYR,AGEYR65PLUS
2013,2013,DC,District of Columbia,7.6,18 - 24,"(38.89037138500049, -77.03196112699965)",18 - 24,AGEYR,AGEYR1824
2013,2013,DC,District of Columbia,18.9,25 - 34,"(38.89037138500049, -77.03196112699965)",25 - 34,AGEYR,AGEYR2534
2013,2013,DC,District of Columbia,27.4,35 - 44,"(38.89037138500049, -77.03196112699965)",35 - 44,AGEYR,AGEYR3544
2013,2013,DC,District of Columbia,29.9,45 - 54,"(38.89037138500049, -77.03196112699965)",45 - 54,AGEYR,AGEYR4554
2013,2013,DC,District of Columbia,30.1,55 - 64,"(38.89037138500049, -77.03196112699965)",55 - 64,AGEYR,AGEYR5564
2013,2013,DC,District of Columbia,23.8,65 or older,"(38.89037138500049, -77.03196112699965)",65 or older,AGEYR,AGEYR65PLUS
2014,2014,DC,District of Columbia,10.3,18 - 24,"(38.89037138500049, -77.03196112699965)",18 - 24,AGEYR,AGEYR1824
2014,2014,DC,District of Columbia,18,25 - 34,"(38.89037138500049, -77.03196112699965)",25 - 34,AGEYR,AGEYR2534
2014,2014,DC,District of Columbia,20.6,35 - 44,"(38.89037138500049, -77.03196112699965)",35 - 44,AGEYR,AGEYR3544
2014,2014,DC,District of Columbia,32.8,45 - 54,"(38.89037138500049, -77.03196112699965)",45 - 54,AGEYR,AGEYR4554
2014,2014,DC,District of Columbia,26.5,55 - 64,"(38.89037138500049, -77.03196112699965)",55 - 64,AGEYR,AGEYR5564
2014,2014,DC,District of Columbia,23.7,65 or older,"(38.89037138500049, -77.03196112699965)",65 or older,AGEYR,AGEYR65PLUS
2015,2015,DC,District of Columbia,12.3,25 - 34,"(38.89037138500049, -77.03196112699965)",25 - 34,AGEYR,AGEYR2534
2015,2015,DC,District of Columbia,15.4,18 - 24,"(38.89037138500049, -77.03196112699965)",18 - 24,AGEYR,AGEYR1824
2015,2015,DC,District of Columbia,22.5,35 - 44,"(38.89037138500049, -77.03196112699965)",35 - 44,AGEYR,AGEYR3544
2015,2015,DC,District of Columbia,28,55 - 64,"(38.89037138500049, -77.03196112699965)",55 - 64,AGEYR,AGEYR5564
2015,2015,DC,District of Columbia,29.7,65 or older,"(38.89037138500049, -77.03196112699965)",65 or older,AGEYR,AGEYR65PLUS
2015,2015,DC,District of Columbia,33.7,45 - 54,"(38.89037138500049, -77.03196112699965)",45 - 54,AGEYR,AGEYR4554
2011,2011,FL,Florida,10.7,18 - 24,"(28.932040377000476, -81.92896053899966)",18 - 24,AGEYR,AGEYR1824
2011,2011,FL,Florida,25.9,25 - 34,"(28.932040377000476, -81.92896053899966)",25 - 34,AGEYR,AGEYR2534
2011,2011,FL,Florida,29.9,35 - 44,"(28.932040377000476, -81.92896053899966)",35 - 44,AGEYR,AGEYR3544
2011,2011,FL,Florida,34.3,45 - 54,"(28.932040377000476, -81.92896053899966)",45 - 54,AGEYR,AGEYR4554
2011,2011,FL,Florida,31.2,55 - 64,"(28.932040377000476, -81.92896053899966)",55 - 64,AGEYR,AGEYR5564
2011,2011,FL,Florida,23.4,65 or older,"(28.932040377000476, -81.92896053899966)",65 or older,AGEYR,AGEYR65PLUS
2012,2012,FL,Florida,13.1,18 - 24,"(28.932040377000476, -81.92896053899966)",18 - 24,AGEYR,AGEYR1824
2012,2012,FL,Florida,23.6,25 - 34,"(28.932040377000476, -81.92896053899966)",25 - 34,AGEYR,AGEYR2534
2012,2012,FL,Florida,28,35 - 44,"(28.932040377000476, -81.92896053899966)",35 - 44,AGEYR,AGEYR3544
2012,2012,FL,Florida,30.8,45 - 54,"(28.932040377000476, -81.92896053899966)",45 - 54,AGEYR,AGEYR4554
2012,2012,FL,Florida,30.6,55 - 64,"(28.932040377000476, -81.92896053899966)",55 - 64,AGEYR,AGEYR5564
2012,2012,FL,Florida,22.9,65 or older,"(28.932040377000476, -81.92896053899966)",65 or older,AGEYR,AGEYR65PLUS
2013,2013,FL,Florida,28,55 - 64,"(28.932040377000476, -81.92896053899966)",55 - 64,AGEYR,AGEYR5564
2013,2013,FL,Florida,12.3,18 - 24,"(28.932040377000476, -81.92896053899966)",18 - 24,AGEYR,AGEYR1824
2013,2013,FL,Florida,25.3,25 - 34,"(28.932040377000476, -81.92896053899966)",25 - 34,AGEYR,AGEYR2534
2013,2013,FL,Florida,32,35 - 44,"(28.932040377000476, -81.92896053899966)",35 - 44,AGEYR,AGEYR3544
2013,2013,FL,Florida,32.2,45 - 54,"(28.932040377000476, -81.92896053899966)",45 - 54,AGEYR,AGEYR4554
2013,2013,FL,Florida,24.8,65 or older,"(28.932040377000476, -81.92896053899966)",65 or older,AGEYR,AGEYR65PLUS
2014,2014,FL,Florida,15.3,18 - 24,"(28.932040377000476, -81.92896053899966)",18 - 24,AGEYR,AGEYR1824
2014,2014,FL,Florida,24.3,25 - 34,"(28.932040377000476, -81.92896053899966)",25 - 34,AGEYR,AGEYR2534
2014,2014,FL,Florida,31.2,35 - 44,"(28.932040377000476, -81.92896053899966)",35 - 44,AGEYR,AGEYR3544
2014,2014,FL,Florida,33.1,45 - 54,"(28.932040377000476, -81.92896053899966)",45 - 54,AGEYR,AGEYR4554
2014,2014,FL,Florida,28.4,55 - 64,"(28.932040377000476, -81.92896053899966)",55 - 64,AGEYR,AGEYR5564
2014,2014,FL,Florida,23.2,65 or older,"(28.932040377000476, -81.92896053899966)",65 or older,AGEYR,AGEYR65PLUS
2015,2015,FL,Florida,16.5,18 - 24,"(28.932040377000476, -81.92896053899966)",18 - 24,AGEYR,AGEYR1824
2015,2015,FL,Florida,23.4,25 - 34,"(28.932040377000476, -81.92896053899966)",25 - 34,AGEYR,AGEYR2534
2015,2015,FL,Florida,25.8,65 or older,"(28.932040377000476, -81.92896053899966)",65 or older,AGEYR,AGEYR65PLUS
2015,2015,FL,Florida,28,35 - 44,"(28.932040377000476, -81.92896053899966)",35 - 44,AGEYR,AGEYR3544
2015,2015,FL,Florida,30.3,55 - 64,"(28.932040377000476, -81.92896053899966)",55 - 64,AGEYR,AGEYR5564
2015,2015,FL,Florida,33.8,45 - 54,"(28.932040377000476, -81.92896053899966)",45 - 54,AGEYR,AGEYR4554
2011,2011,GA,Georgia,15,18 - 24,"(32.83968109300048, -83.62758034599966)",18 - 24,AGEYR,AGEYR1824
2011,2011,GA,Georgia,26.5,25 - 34,"(32.83968109300048, -83.62758034599966)",25 - 34,AGEYR,AGEYR2534
2011,2011,GA,Georgia,29.6,35 - 44,"(32.83968109300048, -83.62758034599966)",35 - 44,AGEYR,AGEYR3544
2011,2011,GA,Georgia,33.7,45 - 54,"(32.83968109300048, -83.62758034599966)",45 - 54,AGEYR,AGEYR4554
2011,2011,GA,Georgia,34.4,55 - 64,"(32.83968109300048, -83.62758034599966)",55 - 64,AGEYR,AGEYR5564
2011,2011,GA,Georgia,25.4,65 or older,"(32.83968109300048, -83.62758034599966)",65 or older,AGEYR,AGEYR65PLUS
2012,2012,GA,Georgia,14,18 - 24,"(32.83968109300048, -83.62758034599966)",18 - 24,AGEYR,AGEYR1824
2012,2012,GA,Georgia,30.6,25 - 34,"(32.83968109300048, -83.62758034599966)",25 - 34,AGEYR,AGEYR2534
2012,2012,GA,Georgia,31.9,35 - 44,"(32.83968109300048, -83.62758034599966)",35 - 44,AGEYR,AGEYR3544
2012,2012,GA,Georgia,33.6,45 - 54,"(32.83968109300048, -83.62758034599966)",45 - 54,AGEYR,AGEYR4554
2012,2012,GA,Georgia,36,55 - 64,"(32.83968109300048, -83.62758034599966)",55 - 64,AGEYR,AGEYR5564
2012,2012,GA,Georgia,25.4,65 or older,"(32.83968109300048, -83.62758034599966)",65 or older,AGEYR,AGEYR65PLUS
2013,2013,GA,Georgia,19.8,18 - 24,"(32.83968109300048, -83.62758034599966)",18 - 24,AGEYR,AGEYR1824
2013,2013,GA,Georgia,27.3,25 - 34,"(32.83968109300048, -83.62758034599966)",25 - 34,AGEYR,AGEYR2534
2013,2013,GA,Georgia,34.7,35 - 44,"(32.83968109300048, -83.62758034599966)",35 - 44,AGEYR,AGEYR3544
2013,2013,GA,Georgia,34.9,45 - 54,"(32.83968109300048, -83.62758034599966)",45 - 54,AGEYR,AGEYR4554
2013,2013,GA,Georgia,35.9,55 - 64,"(32.83968109300048, -83.62758034599966)",55 - 64,AGEYR,AGEYR5564
2013,2013,GA,Georgia,26.5,65 or older,"(32.83968109300048, -83.62758034599966)",65 or older,AGEYR,AGEYR65PLUS
2014,2014,GA,Georgia,17,18 - 24,"(32.83968109300048, -83.62758034599966)",18 - 24,AGEYR,AGEYR1824
2014,2014,GA,Georgia,29,25 - 34,"(32.83968109300048, -83.62758034599966)",25 - 34,AGEYR,AGEYR2534
2014,2014,GA,Georgia,33.3,35 - 44,"(32.83968109300048, -83.62758034599966)",35 - 44,AGEYR,AGEYR3544
2014,2014,GA,Georgia,36.2,45 - 54,"(32.83968109300048, -83.62758034599966)",45 - 54,AGEYR,AGEYR4554
2014,2014,GA,Georgia,35.2,55 - 64,"(32.83968109300048, -83.62758034599966)",55 - 64,AGEYR,AGEYR5564
2014,2014,GA,Georgia,29.5,65 or older,"(32.83968109300048, -83.62758034599966)",65 or older,AGEYR,AGEYR65PLUS
2015,2015,GA,Georgia,30.2,35 - 44,"(32.83968109300048, -83.62758034599966)",35 - 44,AGEYR,AGEYR3544
2015,2015,GA,Georgia,31.5,25 - 34,"(32.83968109300048, -83.62758034599966)",25 - 34,AGEYR,AGEYR2534
2015,2015,GA,Georgia,16,18 - 24,"(32.83968109300048, -83.62758034599966)",18 - 24,AGEYR,AGEYR1824
2015,2015,GA,Georgia,29.7,65 or older,"(32.83968109300048, -83.62758034599966)",65 or older,AGEYR,AGEYR65PLUS
2015,2015,GA,Georgia,36,45 - 54,"(32.83968109300048, -83.62758034599966)",45 - 54,AGEYR,AGEYR4554
2015,2015,GA,Georgia,37.9,55 - 64,"(32.83968109300048, -83.62758034599966)",55 - 64,AGEYR,AGEYR5564
2014,2014,GU,Guam,26,55 - 64,"(13.444304, 144.793731)",55 - 64,AGEYR,AGEYR5564
2014,2014,GU,Guam,18.7,18 - 24,"(13.444304, 144.793731)",18 - 24,AGEYR,AGEYR1824
2014,2014,GU,Guam,34.6,25 - 34,"(13.444304, 144.793731)",25 - 34,AGEYR,AGEYR2534
2014,2014,GU,Guam,30.5,35 - 44,"(13.444304, 144.793731)",35 - 44,AGEYR,AGEYR3544
2014,2014,GU,Guam,29.4,45 - 54,"(13.444304, 144.793731)",45 - 54,AGEYR,AGEYR4554
2014,2014,GU,Guam,24.9,65 or older,"(13.444304, 144.793731)",65 or older,AGEYR,AGEYR65PLUS
2015,2015,GU,Guam,22.3,65 or older,"(13.444304, 144.793731)",65 or older,AGEYR,AGEYR65PLUS
2015,2015,GU,Guam,25,18 - 24,"(13.444304, 144.793731)",18 - 24,AGEYR,AGEYR1824
2015,2015,GU,Guam,28,35 - 44,"(13.444304, 144.793731)",35 - 44,AGEYR,AGEYR3544
2015,2015,GU,Guam,33.7,55 - 64,"(13.444304, 144.793731)",55 - 64,AGEYR,AGEYR5564
2015,2015,GU,Guam,36.5,25 - 34,"(13.444304, 144.793731)",25 - 34,AGEYR,AGEYR2534
2015,2015,GU,Guam,39.9,45 - 54,"(13.444304, 144.793731)",45 - 54,AGEYR,AGEYR4554
2011,2011,HI,Hawaii,9.3,18 - 24,"(21.304850435000446, -157.85774940299973)",18 - 24,AGEYR,AGEYR1824
2011,2011,HI,Hawaii,23.7,25 - 34,"(21.304850435000446, -157.85774940299973)",25 - 34,AGEYR,AGEYR2534
2011,2011,HI,Hawaii,30.5,35 - 44,"(21.304850435000446, -157.85774940299973)",35 - 44,AGEYR,AGEYR3544
2011,2011,HI,Hawaii,25,45 - 54,"(21.304850435000446, -157.85774940299973)",45 - 54,AGEYR,AGEYR4554
2011,2011,HI,Hawaii,22.8,55 - 64,"(21.304850435000446, -157.85774940299973)",55 - 64,AGEYR,AGEYR5564
2011,2011,HI,Hawaii,16.9,65 or older,"(21.304850435000446, -157.85774940299973)",65 or older,AGEYR,AGEYR65PLUS
2012,2012,HI,Hawaii,17.3,18 - 24,"(21.304850435000446, -157.85774940299973)",18 - 24,AGEYR,AGEYR1824
2012,2012,HI,Hawaii,24.7,25 - 34,"(21.304850435000446, -157.85774940299973)",25 - 34,AGEYR,AGEYR2534
2012,2012,HI,Hawaii,32,35 - 44,"(21.304850435000446, -157.85774940299973)",35 - 44,AGEYR,AGEYR3544
2012,2012,HI,Hawaii,27.7,45 - 54,"(21.304850435000446, -157.85774940299973)",45 - 54,AGEYR,AGEYR4554
2012,2012,HI,Hawaii,25.9,55 - 64,"(21.304850435000446, -157.85774940299973)",55 - 64,AGEYR,AGEYR5564
2012,2012,HI,Hawaii,14.1,65 or older,"(21.304850435000446, -157.85774940299973)",65 or older,AGEYR,AGEYR65PLUS
2013,2013,HI,Hawaii,15,18 - 24,"(21.304850435000446, -157.85774940299973)",18 - 24,AGEYR,AGEYR1824
2013,2013,HI,Hawaii,25.8,25 - 34,"(21.304850435000446, -157.85774940299973)",25 - 34,AGEYR,AGEYR2534
2013,2013,HI,Hawaii,24.2,35 - 44,"(21.304850435000446, -157.85774940299973)",35 - 44,AGEYR,AGEYR3544
2013,2013,HI,Hawaii,27,45 - 54,"(21.304850435000446, -157.85774940299973)",45 - 54,AGEYR,AGEYR4554
2013,2013,HI,Hawaii,21.9,55 - 64,"(21.304850435000446, -157.85774940299973)",55 - 64,AGEYR,AGEYR5564
2013,2013,HI,Hawaii,16.1,65 or older,"(21.304850435000446, -157.85774940299973)",65 or older,AGEYR,AGEYR65PLUS
2014,2014,HI,Hawaii,13.8,18 - 24,"(21.304850435000446, -157.85774940299973)",18 - 24,AGEYR,AGEYR1824
2014,2014,HI,Hawaii,25.9,25 - 34,"(21.304850435000446, -157.85774940299973)",25 - 34,AGEYR,AGEYR2534
2014,2014,HI,Hawaii,28,35 - 44,"(21.304850435000446, -157.85774940299973)",35 - 44,AGEYR,AGEYR3544
2014,2014,HI,Hawaii,26.4,45 - 54,"(21.304850435000446, -157.85774940299973)",45 - 54,AGEYR,AGEYR4554
2014,2014,HI,Hawaii,23.9,55 - 64,"(21.304850435000446, -157.85774940299973)",55 - 64,AGEYR,AGEYR5564
2014,2014,HI,Hawaii,14.1,65 or older,"(21.304850435000446, -157.85774940299973)",65 or older,AGEYR,AGEYR65PLUS
2015,2015,HI,Hawaii,14.1,18 - 24,"(21.304850435000446, -157.85774940299973)",18 - 24,AGEYR,AGEYR1824
2015,2015,HI,Hawaii,17.9,65 or older,"(21.304850435000446, -157.85774940299973)",65 or older,AGEYR,AGEYR65PLUS
2015,2015,HI,Hawaii,22.5,25 - 34,"(21.304850435000446, -157.85774940299973)",25 - 34,AGEYR,AGEYR2534
2015,2015,HI,Hawaii,23.8,55 - 64,"(21.304850435000446, -157.85774940299973)",55 - 64,AGEYR,AGEYR5564
2015,2015,HI,Hawaii,26.5,45 - 54,"(21.304850435000446, -157.85774940299973)",45 - 54,AGEYR,AGEYR4554
2015,2015,HI,Hawaii,30.7,35 - 44,"(21.304850435000446, -157.85774940299973)",35 - 44,AGEYR,AGEYR3544
2011,2011,ID,Idaho,15.7,18 - 24,"(43.682630005000476, -114.3637300419997)",18 - 24,AGEYR,AGEYR1824
2011,2011,ID,Idaho,27.6,25 - 34,"(43.682630005000476, -114.3637300419997)",25 - 34,AGEYR,AGEYR2534
2011,2011,ID,Idaho,28,35 - 44,"(43.682630005000476, -114.3637300419997)",35 - 44,AGEYR,AGEYR3544
2011,2011,ID,Idaho,32,45 - 54,"(43.682630005000476, -114.3637300419997)",45 - 54,AGEYR,AGEYR4554
2011,2011,ID,Idaho,33,55 - 64,"(43.682630005000476, -114.3637300419997)",55 - 64,AGEYR,AGEYR5564
2011,2011,ID,Idaho,24.3,65 or older,"(43.682630005000476, -114.3637300419997)",65 or older,AGEYR,AGEYR65PLUS
2012,2012,ID,Idaho,13.3,18 - 24,"(43.682630005000476, -114.3637300419997)",18 - 24,AGEYR,AGEYR1824
2012,2012,ID,Idaho,21.7,25 - 34,"(43.682630005000476, -114.3637300419997)",25 - 34,AGEYR,AGEYR2534
2012,2012,ID,Idaho,31.3,35 - 44,"(43.682630005000476, -114.3637300419997)",35 - 44,AGEYR,AGEYR3544
2012,2012,ID,Idaho,34.2,45 - 54,"(43.682630005000476, -114.3637300419997)",45 - 54,AGEYR,AGEYR4554
2012,2012,ID,Idaho,29.8,55 - 64,"(43.682630005000476, -114.3637300419997)",55 - 64,AGEYR,AGEYR5564
2012,2012,ID,Idaho,26.9,65 or older,"(43.682630005000476, -114.3637300419997)",65 or older,AGEYR,AGEYR65PLUS
2013,2013,ID,Idaho,16.8,18 - 24,"(43.682630005000476, -114.3637300419997)",18 - 24,AGEYR,AGEYR1824
2013,2013,ID,Idaho,27.6,25 - 34,"(43.682630005000476, -114.3637300419997)",25 - 34,AGEYR,AGEYR2534
2013,2013,ID,Idaho,32.1,35 - 44,"(43.682630005000476, -114.3637300419997)",35 - 44,AGEYR,AGEYR3544
2013,2013,ID,Idaho,34.4,45 - 54,"(43.682630005000476, -114.3637300419997)",45 - 54,AGEYR,AGEYR4554
2013,2013,ID,Idaho,34.8,55 - 64,"(43.682630005000476, -114.3637300419997)",55 - 64,AGEYR,AGEYR5564
2013,2013,ID,Idaho,29.9,65 or older,"(43.682630005000476, -114.3637300419997)",65 or older,AGEYR,AGEYR65PLUS
2014,2014,ID,Idaho,33.1,45 - 54,"(43.682630005000476, -114.3637300419997)",45 - 54,AGEYR,AGEYR4554
2014,2014,ID,Idaho,18.9,18 - 24,"(43.682630005000476, -114.3637300419997)",18 - 24,AGEYR,AGEYR1824
2014,2014,ID,Idaho,30,25 - 34,"(43.682630005000476, -114.3637300419997)",25 - 34,AGEYR,AGEYR2534
2014,2014,ID,Idaho,32.4,35 - 44,"(43.682630005000476, -114.3637300419997)",35 - 44,AGEYR,AGEYR3544
2014,2014,ID,Idaho,31.9,55 - 64,"(43.682630005000476, -114.3637300419997)",55 - 64,AGEYR,AGEYR5564
2014,2014,ID,Idaho,26.2,65 or older,"(43.682630005000476, -114.3637300419997)",65 or older,AGEYR,AGEYR65PLUS
2015,2015,ID,Idaho,15.5,18 - 24,"(43.682630005000476, -114.3637300419997)",18 - 24,AGEYR,AGEYR1824
2015,2015,ID,Idaho,27.3,65 or older,"(43.682630005000476, -114.3637300419997)",65 or older,AGEYR,AGEYR65PLUS
2015,2015,ID,Idaho,29,25 - 34,"(43.682630005000476, -114.3637300419997)",25 - 34,AGEYR,AGEYR2534
2015,2015,ID,Idaho,31.2,35 - 44,"(43.682630005000476, -114.3637300419997)",35 - 44,AGEYR,AGEYR3544
2015,2015,ID,Idaho,31.9,45 - 54,"(43.682630005000476, -114.3637300419997)",45 - 54,AGEYR,AGEYR4554
2015,2015,ID,Idaho,34.6,55 - 64,"(43.682630005000476, -114.3637300419997)",55 - 64,AGEYR,AGEYR5564
2011,2011,IL,Illinois,11.8,18 - 24,"(40.48501028300046, -88.99771017799969)",18 - 24,AGEYR,AGEYR1824
2011,2011,IL,Illinois,24.3,25 - 34,"(40.48501028300046, -88.99771017799969)",25 - 34,AGEYR,AGEYR2534
2011,2011,IL,Illinois,28.3,35 - 44,"(40.48501028300046, -88.99771017799969)",35 - 44,AGEYR,AGEYR3544
2011,2011,IL,Illinois,32.8,45 - 54,"(40.48501028300046, -88.99771017799969)",45 - 54,AGEYR,AGEYR4554
2011,2011,IL,Illinois,33.1,55 - 64,"(40.48501028300046, -88.99771017799969)",55 - 64,AGEYR,AGEYR5564
2011,2011,IL,Illinois,29.1,65 or older,"(40.48501028300046, -88.99771017799969)",65 or older,AGEYR,AGEYR65PLUS
2012,2012,IL,Illinois,13.6,18 - 24,"(40.48501028300046, -88.99771017799969)",18 - 24,AGEYR,AGEYR1824
2012,2012,IL,Illinois,23.2,25 - 34,"(40.48501028300046, -88.99771017799969)",25 - 34,AGEYR,AGEYR2534
2012,2012,IL,Illinois,32.8,35 - 44,"(40.48501028300046, -88.99771017799969)",35 - 44,AGEYR,AGEYR3544
2012,2012,IL,Illinois,31.7,45 - 54,"(40.48501028300046, -88.99771017799969)",45 - 54,AGEYR,AGEYR4554
2012,2012,IL,Illinois,35.8,55 - 64,"(40.48501028300046, -88.99771017799969)",55 - 64,AGEYR,AGEYR5564
2012,2012,IL,Illinois,27.7,65 or older,"(40.48501028300046, -88.99771017799969)",65 or older,AGEYR,AGEYR65PLUS
2013,2013,IL,Illinois,15.8,18 - 24,"(40.48501028300046, -88.99771017799969)",18 - 24,AGEYR,AGEYR1824
2013,2013,IL,Illinois,24,25 - 34,"(40.48501028300046, -88.99771017799969)",25 - 34,AGEYR,AGEYR2534
2013,2013,IL,Illinois,33.7,35 - 44,"(40.48501028300046, -88.99771017799969)",35 - 44,AGEYR,AGEYR3544
2013,2013,IL,Illinois,35.7,45 - 54,"(40.48501028300046, -88.99771017799969)",45 - 54,AGEYR,AGEYR4554
2013,2013,IL,Illinois,34.8,55 - 64,"(40.48501028300046, -88.99771017799969)",55 - 64,AGEYR,AGEYR5564
2013,2013,IL,Illinois,28.8,65 or older,"(40.48501028300046, -88.99771017799969)",65 or older,AGEYR,AGEYR65PLUS
2014,2014,IL,Illinois,13.1,18 - 24,"(40.48501028300046, -88.99771017799969)",18 - 24,AGEYR,AGEYR1824
2014,2014,IL,Illinois,22.6,25 - 34,"(40.48501028300046, -88.99771017799969)",25 - 34,AGEYR,AGEYR2534
2014,2014,IL,Illinois,35,35 - 44,"(40.48501028300046, -88.99771017799969)",35 - 44,AGEYR,AGEYR3544
2014,2014,IL,Illinois,34.3,45 - 54,"(40.48501028300046, -88.99771017799969)",45 - 54,AGEYR,AGEYR4554
2014,2014,IL,Illinois,35.8,55 - 64,"(40.48501028300046, -88.99771017799969)",55 - 64,AGEYR,AGEYR5564
2014,2014,IL,Illinois,31,65 or older,"(40.48501028300046, -88.99771017799969)",65 or older,AGEYR,AGEYR65PLUS
2015,2015,IL,Illinois,17.1,18 - 24,"(40.48501028300046, -88.99771017799969)",18 - 24,AGEYR,AGEYR1824
2015,2015,IL,Illinois,25.7,25 - 34,"(40.48501028300046, -88.99771017799969)",25 - 34,AGEYR,AGEYR2534
2015,2015,IL,Illinois,31.3,65 or older,"(40.48501028300046, -88.99771017799969)",65 or older,AGEYR,AGEYR65PLUS
